,text,label
4400,Centre socio-éducatif de l'État (CSEE),Ministre de l'Education nationale
4401,Registre National du Cancer,Ministre de la Santé
4402,Paracétamol et asthme chez l'enfant,Ministre de la Santé
4403,Nouveaux retards du programme A400M,Ministre des Finances
4404,Télétravail pour les frontaliers,Ministre des Finances
4405,Postes de direction dans les lycées,Ministre de l'Education nationale
4406,Délits de pédophilie au Luxembourg,Ministre de la Justice
4407,Mesures disciplinaires,Ministre de la Justice
4408,Code de conduite pour les membres des conseils communaux,Ministre de l'Intérieur
4409,Présence de la Covid-19 dans les rivières,Ministre de l'Education nationale
4410,Remboursement d'une partie des frais par la Caisse nationale de santé,Ministre de la Sécurité sociale
4411,Utilisation de produits régionaux dans les cantines scolaires,Ministre de l'Education nationale
4412,Lutte contre la pédopornographie,Ministre de la Justice
4413,Tests antigéniques rapides dans le milieu du sport de compétition luxembourgeois,Ministre de la Santé
4414,Légalisation du cannabis récréatif,Ministre de la Santé
4415,Procédure de recrutement du directeur du Service de renseignement de l'Etat,Premier Ministre
4416,Cambriolages de maisons privées,Ministre de la Justice
4417,Rapport sur l'avenir de Cargolux,Ministre du Développement durable et des Infrastructures
4418,Changement du régime en matière d'imposition du commerce électronique,Ministre des Finances
4419,Pénurie de médicaments dans le contexte de la pandémie du coronavirus,Ministre de la Santé
4420,Liberté de voyage en Europe dans le cadre de la pandémie de la Covid-19,Premier Ministre
4421,Expériences de clonage humain,Ministre de la Justice
4422,Cumul des fonctions,Premier Ministre
4423,Sécurité du citoyen,Ministre de l'Intérieur
4424,Livre vert sur la santé mentale en Europe de la Commission européenne,Ministre de la Sécurité sociale
4425,"Lycée ""Edward Steichen"" à Clervaux",Ministre de l'Education nationale
4426,"Affaire ""Bommeleeër"" - Pièces à convictions",Ministre de la Justice
4427,"Transport public de la ""Nordstad""",Ministre du Développement durable et des Infrastructures
4428,Voies d'accès au Lac de la Haute Sûre,Ministre de l'Intérieur
4429,Promotion des transports publics,Ministre du Développement durable et des Infrastructures
4430,Mutilations génitales féminines,Ministre de la Justice
4431,Implication d'un agent de la police judiciaire dans un incident exhibitionniste,Ministre de la Justice
4432,Incidents intervenus dans les établissements pénitentiaires de Schrassig et de Givenich,Ministre de la Justice
4433,Gel des capitaux de chefs d'Etats,Ministre des Finances
4434,Avantages fiscaux en faveur des salariés hautement qualifiés et spécialisés,Ministre des Finances
4435,Substitution de médicaments originaux par des médicaments génériques,Ministre de la Santé
4436,Test de dépistage de la Covid-19 pour les entraineurs,Ministre de la Santé
4437,Etat des bâtiments d'une école primaire d'Esch-Lallange,Ministre de la Santé
4438,Avis de la Chambre des Fonctionnaires et Employés publics,Premier Ministre
4439,Cours à option en langues,Ministre de l'Education nationale
4440,Téléchargement illégal de contenus protégés via internet,Ministre de la Justice
4441,\,Ministre de l'Education nationale
4442,Suppression d'emplois dans les hôpitaux,Ministre de la Santé
4443,Évaluations des compétences professionnelles,Ministre de l'Education nationale
4444,Défibrillateurs automatiques,Ministre de la Santé
4445,Représentation des avocats en matière pénale,Ministre de la Justice
4446,Tests anticorps dans le cadre de la pandémie de la Covid-19,Ministre de la Santé
4447,Gestion financière et administrative du Centre hospitalier de Luxembourg,Ministre de la Justice
4448,"""Stëftung Hëllef Doheem""",Ministre de la Sécurité sociale
4449,Politique de prévention du cancer du côlon,Ministre de la Santé
4450,Autorité parentale,Ministre de la Justice
4451,Nettoyage de la N7 en cas de chutes de neige,Ministre du Développement durable et des Infrastructures
4452,Impôt sur le revenu,Ministre des Finances
4453,Menace terroriste,Premier Ministre
4454,Accès et soutien des personnes handicapées,Ministre du Développement durable et des Infrastructures
4455,Surélévation de bâtiments,Ministre de l'Intérieur
4456,Traitement des réclamations soumises au directeur des contributions directes,Ministre des Finances
4457,Localisation mobile avancée (AML),Ministre de l'Intérieur
4458,Cybercriminalité,Ministre de la Justice
4459,Evolution de la délinquance durant l'année 2001,Ministre de l'Intérieur
4460,Centres de tests de dépistage de la Covid-19,Ministre de la Santé
4461,Situation contractuelle future des étudiants du LTPS,Ministre de la Santé
4462,Conditions de livraison des vaccins,Premier Ministre
4463,Manque d'effectifs à l'aéroport de Luxembourg,Ministre du Développement durable et des Infrastructures
4464,Rapport de la Commission consultative des droits de l'homme en matière de traite des êtres humains,Ministre de la Justice
4465,Travailleurs handicapés,Ministre de l'Intérieur
4466,Relogement des réfugiés du Centre Héliar,Ministre de l'Education nationale
4467,Restitution des trop perçus sur les tarifs de maisons de soins et de centres intégrés pour personnes âgées (CIPA),Ministre de la Santé
4468,Installation d'un centre socio-thérapeutique à Bourglinster,Ministre du Développement durable et des Infrastructures
4469,Evaluation des hôpitaux,Ministre de la Sécurité sociale
4470,Recensement de la population au cours de l'année 2021,Ministre de l'Intérieur
4471,Reclassements et pensions d'invalidité,Ministre de la Sécurité sociale
4472,P&R Wasserbillig/Mesenich,Ministre du Développement durable et des Infrastructures
4473,Collaboration entre l'État et les communes dans le cadre de la pandémie du coronavirus,Ministre de la Santé
4474,Remboursement de traitements à l'étranger,Ministre de la Sécurité sociale
4475,Immigration illégale,Ministre de l'Intérieur
4476,Transport de vélos dans les bus et les trains,Ministre du Développement durable et des Infrastructures
4477,Tests d'immunité au coronavirus,Ministre de la Santé
4478,Approbations des PAG,Ministre de l'Intérieur
4479,Cours de natation organisés par les écoles,Ministre de l'Education nationale
4480,Situation des femmes non-communautaires vivant au Luxembourg,Ministre de la Justice
4481,Prisonniers de guerre de Tambow,Premier Ministre
4482,Impôt de solidarité,Ministre des Finances
4483,Islam radicalisé,Premier Ministre
4484,Nomination du médiateur,Ministre de la Justice
4485,Pénurie du cannabis médical,Ministre de la Santé
4486,Stock de liquide de dégivrage à l'aéroport de Luxembourg,Ministre du Développement durable et des Infrastructures
4487,Inscription d'un seuil de peine dans le projet de loi relative à l'accès des magistrats et officiers de police judiciaire à certains traitements de données à caractère personnel,Ministre de la Justice
4488,Livraison des uniformes de la police grand-ducale,Ministre de l'Intérieur
4489,"Parking du ""Rehazenter""",Ministre de la Santé
4490,Prévention de la démence,Ministre de la Santé
4491,Service immunologie du CHL,Ministre de la Santé
4492,Sanctions américaines,Ministre des Finances
4493,Séquençage de la Covid-19,Ministre de la Santé
4494,Eventuelle intervention auprès de RTL,Premier Ministre
4495,Maisons médicales et notamment d'une extension de l'offre vers la région Est du Grand-Duché,Ministre de la Santé
4496,Cours de langue luxembourgeoise organisés par le Maacher Lycée,Ministre de l'Education nationale
4497,Inscription des résidents étrangers sur les listes électorales,Ministre de l'Intérieur
4498,Réorganisation de la structure de direction du groupe ARCELOR-MITTAL,Premier Ministre
4499,Droits de succession,Ministre des Finances
4500,Liaison ferroviaire vers Trèves,Ministre du Développement durable et des Infrastructures
4501,Service de maintenance à l'aéroport de Luxembourg,Ministre du Développement durable et des Infrastructures
4502,Dossier de soins partagé,Ministre de la Sécurité sociale
4503,Transfert de mineurs placés au Centre pénitentiaire de Luxembourg dans une structure spécialisée,Ministre de la Justice
4504,Discussions sur la réforme du régime des pensions du secteur public,Ministre de l'Intérieur
4505,Transmission d'informations policières à des fins administratives,Premier Ministre
4506,"""Amnistie fiscale"" votée en 2016",Ministre des Finances
4507,Contrôles du Service de Santé au Travail Multisectoriel (STM),Ministre de la Santé
4508,Hausse des droits d'accises sur les carburants,Ministre des Finances
4509,Elaboration d'une cartographie du cancer,Ministre de la Santé
4510,Variante luxembourgeoise de la Covid-19,Ministre de la Santé
4511,Création du poste de secrétaire général de l'Institut de formation de l'Education nationale (IFEN).,Ministre de l'Education nationale
4512,Sécurisation des tunnels ferroviaires,Ministre du Développement durable et des Infrastructures
4513,Projet de Livange,Ministre des Finances
4514,Nouvelle version du Code civil,Premier Ministre
4515,\,Ministre de la Santé
4516,Effets secondaires des vaccins contre la Covid-19,Ministre de la Santé
4517,Agréation des associations sans but lucratif appelées à défendre les victimes d'une discimination,Ministre de la Justice
4518,Bâtiment de Mersch du Lycée classique de Diekirch,Ministre de l'Education nationale
4519,"""Platooning""",Ministre du Développement durable et des Infrastructures
4520,Travail à mi-temps pour les fonctionnaires communaux,Ministre de l'Intérieur
4521,Évaluation de l'utilisation des tablettes en classe,Ministre de l'Education nationale
4522,Statistiques sur les lieux d'infections de la Covid-19,Ministre de la Santé
4523,Réglementation et normes des ambulances et de leur équipement,Ministre de la Santé
4524,Registre des lobbies,Premier Ministre
4525,Législation fiscale luxembourgeoise,Ministre des Finances
4526,Octroi des concessions de pharmacie,Ministre de la Santé
4527,Suivi des patients atteints de staphylococcus aureus résistant à la méticilline,Ministre de la Santé
4528,Situation des étudiants durant la pandémie à l'Université du Luxembourg et à l'étranger,Ministre de l'Education nationale
4529,"Implantation d'établissements du genre night club, cabarets, bars et autres",Ministre de l'Intérieur
4530,Coordination des chantiers sur les routes luxembourgeoises,Ministre du Développement durable et des Infrastructures
4531,Nouveaux centres pour personnes toxicomanes,Ministre de la Santé
4532,Construction d'une ligne haute tension par la société SOTEL - CREOS,Ministre du Développement durable et des Infrastructures
4533,"""EU Emissions Trading System"" (EU ETS)",Ministre des Finances
4534,Débiteurs d'aliments,Ministre des Finances
4535,Retards de paiement des cotisations sociales,Ministre de la Santé
4536,Système d'avertissement qui détecte la circulation à contresens,Ministre du Développement durable et des Infrastructures
4537,Régime de sécurité sociale des détenus du Centre Pénitenitaire de Schrassig,Ministre de la Justice
4538,Conséquences pour le Luxembourg de l'instabilité institutionnelle en Belgique,Premier Ministre
4539,Évaluation et contrôle de l'état de santé des assurés par le Contrôle médical de la sécurité sociale,Ministre de la Sécurité sociale
4540,Fermeture de deux boucheries suite au contrôle de la brigade de l'inspection des douanes,Ministre des Finances
4541,Dispositions légales relatives aux feux d'artifice,Ministre de l'Intérieur
4542,"Affaire ""CumEx/CumCum""",Ministre des Finances
4543,Publicité des vacances de postes dans les communes,Ministre de l'Intérieur
4544,Centrale nucléaire de Cattenom,Ministre du Développement durable et des Infrastructures
4545,Utilisation de l'amalgame au mercure en dentisterie,Ministre de la Sécurité sociale
4546,N6 entre Mamer et Bertrange,Ministre du Développement durable et des Infrastructures
4547,Ferraille radioactive découverte à Differdange,Ministre de la Santé
4548,Négociations avec des pays tiers dans le cadre de l'échange automatique d'informations,Ministre des Finances
4549,Violation du Règlement général sur la protection des données (RGPD),Ministre de la Justice
4550,Inspection générale de la sécurité sociale (IGSS),Ministre de la Santé
4551,Bilan des émissions de CO2 des voitures commerciales,Ministre du Développement durable et des Infrastructures
4552,Service CAPABS,Ministre du Développement durable et des Infrastructures
4553,Parc thermal de Mondorf-les-Bains,Ministre du Développement durable et des Infrastructures
4554,"Evolution du projet ""Secher Doheem""",Ministre de la Santé
4555,Convention SNCI-KfW dans le cadre du protocole de Kyoto,Ministre des Finances
4556,Congé extraordinaire pour les volontaires du CGDIS après un service de sauvetage de nuit,Ministre de l'Intérieur
4557,Médecine du travail,Ministre de la Santé
4558,"Rapport final du plan directeur sectoriel ""lycées"" - construction d'un nouveau lycée dans les cantons d'Echternach, de Grevenmacher ou de Remich",Ministre de l'Education nationale
4559,Fonds de soutien pour le tourisme,Ministre des Finances
4560,Us et coutumes diplomatiques,Premier Ministre
4561,Implantation d'une entreprise online à Luxembourg,Premier Ministre
4562,Fermeture de routes communales,Ministre de l'Intérieur
4563,Autorisations de séjour,Ministre de la Justice
4564,Changement du président du comité de direction de la BIL,Ministre des Finances
4565,Pilules de contraception augmentant le risque de thrombose,Ministre de la Santé
4566,Droits des administrés face à l'administration,Ministre de la Justice
4567,Luxembourgeois vivant à l'étranger,Ministre de la Justice
4568,"Affaire ""LuxLeaks""",Ministre des Finances
4569,Règles relatives à la fermeture exceptionnelle d'écoles fondamentales et de lycées,Ministre de l'Education nationale
4570,Commande de vaccins supplémentaires par un groupe hospitalier luxembourgeois,Ministre de la Santé
4571,Participation luxembourgeoise à la Conférence sur l'avenir de l'Europe,Premier Ministre
4572,Opposition de 26 pays contre l'inclusion de l'aviation dans le système communautaire d'échange de quotas d'émission,Ministre du Développement durable et des Infrastructures
4573,Convention de partenariat entre le groupe Zitha et le Centre Hospitalier de Luxembourg (CHL),Ministre de la Santé
4574,Lutte contre les abus de la procédure des demandes d'asile,Ministre de la Justice
4575,Médecine préventive,Ministre de la Santé
4576,Matériel de protection pour les maisons de soins,Ministre de la Santé
4577,Fonctionnement du Laboratoire National de Santé (LNS),Ministre de la Santé
4578,Structures accueillant des nouveau-nés,Ministre de la Santé
4579,Pratiques douteuses d'adoption d'enfants,Ministre de la Justice
4580,Mesures prévues dans le cas d'une infection Covid-19 dans une classe,Ministre de l'Education nationale
4581,Opportunité de rouvrir un bureau de recettes de l'administration des douanes et accises à Bettembourg,Ministre des Finances
4582,"Nouveau règlement de police ""type""",Ministre de l'Intérieur
4583,Projet de nomenclature pour les actes d'ergothérapie,Ministre de la Sécurité sociale
4584,La législation sur  la protection des animaux (exempleferme à Meysembourg),Ministre de la Justice
4585,Enquête PISA,Ministre de l'Education nationale
4586,Etudes sur le transport ferroviaire,Ministre du Développement durable et des Infrastructures
4587,Implication d'un cabinet de conseil dans le screening des dépenses de l'Etat,Ministre des Finances
4588,Mendicité,Ministre de la Justice
4589,Fixation du tarif des huissiers de justice,Ministre de la Justice
4590,Médecin de référence,Ministre de la Sécurité sociale
4591,Législation antidopage,Ministre de la Justice
4592,Chômage partiel dans le contexte de la pandémie du coronavirus,Ministre de l'Intérieur
4593,Zones de limitation de vitesse à 30km/h,Ministre du Développement durable et des Infrastructures
4594,"Participation du Premier Ministre, Ministre d'Etat à une manifestation électorale du parti CDU à Mayence",Premier Ministre
4595,Suspension temporaire des Accords de Schengen suite aux actes terroristes du 11 septembre 2001,Ministre de la Justice
4596,"Conflit social au sein de la maison de soins à Bettembourg, ainsi qu'une éventuelle intervention de l'Etat",Ministre de la Sécurité sociale
4597,Lutte contre le travail au noir,Ministre des Finances
4598,Nouveau bâtiment pour les Archives nationales,Ministre du Développement durable et des Infrastructures
4599,Transport de voyageurs par route,Ministre du Développement durable et des Infrastructures
4600,Gratuité des livres scolaires,Ministre de l'Education nationale
4601,Procédure d'inscription dans les classes inférieures de l'enseignement secondaire,Ministre de l'Education nationale
4602,Stratégie de vaccination dans les maisons de retraite et de soins,Ministre de la Santé
4603,Déclaration des places vacantes auprès de l'Administration de l'Emploi,Ministre de l'Intérieur
4604,Mission et objectifs de la commission d'économies et de rationalisations,Premier Ministre
4605,Ventilation des salles de classe,Ministre de l'Education nationale
4606,Traite des femmes,Ministre de la Justice
4607,Réouverture des aires de jeux dans le contexte de la pandémie du coronavirus,Premier Ministre
4608,Problème d'extrème maigreur des mannequins,Ministre de la Santé
4609,Accessibilité de la ligne d'autobus 290 pour des personnes âgées et/ou handicapées,Ministre du Développement durable et des Infrastructures
4610,Formation pour les enseignants en vue de combattre les attitudes homophobes,Ministre de l'Education nationale
4611,Fonds souverain au Luxembourg,Ministre des Finances
4612,Fermeture d'agences de la BCEE,Ministre des Finances
4613,Mise en place de campagnes d'information sur les dangers liés à la canicule,Ministre de la Santé
4614,Concentration de pouvoir dans les mains d'un ministre chargé de la justice et de la police,Premier Ministre
4615,Marché de l'emploi,Ministre de la Sécurité sociale
4616,Effets secondaires de certains médicaments,Ministre de la Santé
4617,Ecole du dos,Ministre de l'Education nationale
4618,"Campagne ""Net ouni meng Mask""",Premier Ministre
4619,Hospitalisation de personnes agées,Ministre de la Santé
4620,Organisation des cours de natation dans l'enseignement fondamental,Ministre de l'Education nationale
4621,Assurance dépendance,Ministre de la Sécurité sociale
4622,Ancien siège de l'ARBED,Premier Ministre
4623,Violences sexuelles dans le sport,Ministre de la Justice
4624,Disparitions inquiétantes,Ministre de la Justice
4625,Panneaux à message variable du système CITA,Ministre du Développement durable et des Infrastructures
4626,La société Europe-Online,Premier Ministre
4627,Construction d'un nouveau bâtiment pour les besoins de la Justice de Paix d'Esch-sur-Alzette,Ministre de la Justice
4628,"Sécurité des ""Pedelecs""",Ministre du Développement durable et des Infrastructures
4629,Conséquences de la promotion d'une ligne directe pour le fret entre Anvers et l'Allemagne et de la fermeture du triage de Ronet,Ministre du Développement durable et des Infrastructures
4630,Distribution controlée de drogues synthétiques,Ministre de la Santé
4631,"Contrôle portant sur les niveaux de fond de dioxines, de furannes et de PCB de type dioxine respectivement dans les denrées alimentaires et dans les produits destinés à l'alimentation animale",Ministre de la Santé
4632,Vaccination des donneurs de sang,Ministre de la Santé
4633,Participation des citoyens  de l'Union européenne aux élections communales de 1999,Ministre de l'Intérieur
4634,Tentatives de phishing,Ministre des Finances
4635,Protection européenne des lanceurs d'alertes,Ministre de la Justice
4636,Fraude à la TVA au niveau du marché des quotas CO2,Ministre des Finances
4637,Liquidations de sociétés de participations financières (SOPARFI),Ministre des Finances
4638,Hygiène au centre pénitentiaire de Schrassig,Ministre de la Justice
4639,Encadrement de personnes handicapées,Ministre du Développement durable et des Infrastructures
4640,Traitement du diabète à l'aide de l'insuline GLARGINE,Ministre de la Santé
4641,Adaptation du régime de quarantaine des personnes vaccinées,Ministre de la Santé
4642,Rapport du « Fahrgastforum » de 2008,Ministre du Développement durable et des Infrastructures
4643,Direction de Cargolux,Ministre du Développement durable et des Infrastructures
4644,"""Littering""",Ministre de l'Intérieur
4645,Nomination d'un nouveau directeur du centre pénitentiaire de Schrassig,Ministre de la Justice
4646,Commerce électronique,Ministre des Finances
4647,Nouvelles procédures de recrutement de nouveau personnel,Ministre de l'Education nationale
4648,Formations spéciales pour le transport aérien de matériel de combat d'incendies,Ministre de l'Intérieur
4649,Investissements du Fonds de compensation commun au régime général de pension,Ministre de la Sécurité sociale
4650,Facturation de copies de documents médicaux,Ministre de la Santé
4651,Reconnaissance du mariage homosexuel néerlandais,Ministre de la Justice
4652,Centre de vaccination dans la région Est,Ministre de la Santé
4653,Conséquences d'une mise en vente des laboratoires d'analyses médicales Cerba,Ministre de la Santé
4654,Grippe A/H1N1- Réactions allergiques du au vaccin,Ministre de la Santé
4655,Durabilité environnementale du système de santé,Ministre de la Santé
4656,Alimentation des personnes âgées,Ministre de la Santé
4657,"Installation de réflecteurs optiques dits ""antigibier""",Ministre du Développement durable et des Infrastructures
4658,Législation concernant la recherche de personnes disparues,Ministre de la Justice
4659,Liaison ferroviaire entre l'Europe et la Chine,Ministre du Développement durable et des Infrastructures
4660,Emission de nouveaux bulletins d'impôts pour les véhicules automobiles,Ministre des Finances
4661,Prix d'hébergement pratiqués par les Centres intégrés pour personnes âgées (CIPA) et autres structures d'accueil,Ministre de la Sécurité sociale
4662,Ligne d'assistance téléphonique mise en place dans le cadre des invitations aux tests à grande échelle de dépistage de la COVID-19,Ministre de la Santé
4663,Lits de vacances,Ministre de la Santé
4664,Chasse dans le cadre de la pandémie de la Covid-19,Ministre de la Santé
4665,Politique fiscale du Gouvernement,Premier Ministre
4666,Coûts liés à la nouvelle convention collective de travail FHL,Ministre de la Sécurité sociale
4667,Prise en charge de l'assurance dépendance des personnes atteintes de la maladie d'Alzheimer,Ministre de la Sécurité sociale
4668,Évolution du secteur financier luxembourgeois durant la crise sanitaire,Ministre des Finances
4669,Parking de l'École internationale de Differdange,Ministre de l'Education nationale
4670,Extension du périmètre et création de logements abordables,Ministre de l'Intérieur
4671,Electromobilité,Ministre du Développement durable et des Infrastructures
4672,Mise à disposition des livres scolaires par l'Etat,Ministre de l'Education nationale
4673,Bus à haut niveau de service,Ministre du Développement durable et des Infrastructures
4674,"Rapport entre les centrales nucléaires et le risque de leucémie chez des enfants de moins de cinq ans - Etude du ""Bundesamt für Strahlenschutz""",Ministre de la Santé
4675,Vaccination des personnes vivant dans un logement encadré,Ministre de la Santé
4676,Indemnisation des dommages en cas de catastrophe naturelle,Ministre de l'Intérieur
4677,Traitement de dossiers par l'ADEM dans le contexte du reclassement professionnel et du transfert de l'impôt retenu sur les indemnités de chômage,Ministre de la Sécurité sociale
4678,Cas de tuberculose au Centre Pénitentiaire de Schrassig,Ministre de la Justice
4679,Evasion de deux détenus du Centre Hospitalier,Ministre de l'Intérieur
4680,Protection des enfants contre l'abus sexuel,Ministre de la Justice
4681,Parquet européen,Ministre de la Justice
4682,Entretien futur des bâtiments publics du domaine de l'Etat par du personnel engagé par l'Etat même,Ministre du Développement durable et des Infrastructures
4683,Vaccin contre les papillomavirus humains,Ministre de la Santé
4684,Le taux d'inscription des ressortissants non-luxembourgeois de l'Union européenne inscrits aux élections communales  et européennes de 1999,Ministre de l'Intérieur
4685,Les pensions dans le secteur privé,Ministre de la Sécurité sociale
4686,Investissements du Fonds de compensation auprès de Tepco,Ministre de la Sécurité sociale
4687,Pistolets à impulsions électriques pour les agents pénitentiaires,Ministre de la Justice
4688,Vote obligatoire,Ministre de la Justice
4689,Consultation du fichier central,Ministre de la Justice
4690,Régularisation des personnes sans papiers,Ministre de la Justice
4691,Ligne ferroviaire directe entre Luxembourg-Ville et Esch/Alzette,Ministre du Développement durable et des Infrastructures
4692,Crimes antisémites,Premier Ministre
4693,Lutte contre le tabagisme,Ministre de la Santé
4694,Consommation de cannabis,Ministre de la Santé
4695,TVA Logement,Ministre des Finances
4696,Aides pour le secteur Horeca,Ministre des Finances
4697,Nombre insuffisant d'anesthésistes dans les hôpitaux,Ministre de la Santé
4698,Traitement de données personnelles effectuées par les autorités policières et judiciaires,Ministre de la Justice
4699,Fermeture d'agences de la BCEE,Ministre des Finances
4700,Formation pour élus communaux,Ministre de l'Intérieur
4701,Contrôle des personnes atteintes de troubles mentaux,Ministre de la Justice
4702,Non implication des assistants sociaux lors de l'évaluation de l'état de dépendance,Ministre de la Sécurité sociale
4703,Port du masque,Ministre de la Santé
4704,Maladie de Lyme,Ministre de la Santé
4705,Directive-cadre européenne relative à la qualité de l'eau,Ministre de l'Intérieur
4706,Soins psychiatriques à domicile (SPAD),Ministre de la Santé
4707,Coopération entre les écoles et les maisons relais,Ministre de l'Education nationale
4708,Installation de radars fixes à des endroits réputés dangereux,Ministre du Développement durable et des Infrastructures
4709,Cours de premier secours dans le cadre de la pandémie de la Covid-19,Ministre de l'Intérieur
4710,Automotrices KISS des CFL,Ministre du Développement durable et des Infrastructures
4711,Formation continue des médecins,Ministre de la Santé
4712,Fonds international pour l'entretien de l'ancien camp d'extermination d'Auschwitz,Premier Ministre
4713,Dysfonctionnements sur les chantiers au Luxembourg,Ministre du Développement durable et des Infrastructures
4714,Promotion du car pooling,Ministre du Développement durable et des Infrastructures
4715,Médicaments prescrits dans le cadre du traitement du déficit de l'attention ou de l'hyperactivité,Ministre de la Santé
4716,Enquête américaine sur des partis politiques européens,Premier Ministre
4717,Passage à faune dans le cadre de la construction d'une nouvelle ligne ferroviaire entre Luxembourg et Bettembourg,Ministre du Développement durable et des Infrastructures
4718,Risques sanitaires dus à un environnement pollué,Ministre du Développement durable et des Infrastructures
4719,Contamination avec le virus de l'hépatite C,Ministre de la Santé
4720,"Etude globale de l'impact financier, écologique et social des différents scénarios de développement économique et démographique de la société luxembourgeoise",Premier Ministre
4721,Concours artistique scolaire dans le cadre de l'Exposition universelle 2020 aux Emirats arabes unis,Ministre de l'Education nationale
4722,Préretraite des salariés postés et des salariés de nuit,Ministre de la Sécurité sociale
4723,Conditions d'hospitalisation des détenus du Centre pénitentiaire de Schrassig,Ministre de la Justice
4724,Discussions entre le gouvernement et les partenaires sociaux sur l'avenir des pensions,Ministre de la Sécurité sociale
4725,Manifestations et campagnes électorales de partis politiques d'autres pays au Luxembourg,Ministre de l'Intérieur
4726,Influence de la crise de la Covid-19 sur les résultats des compagnies d'assurances,Ministre des Finances
4727,Menace terroriste actuel,Premier Ministre
4728,Placement d'enfants en dehors de leur milieu familial,Ministre de l'Education nationale
4729,Subsides accordés,Premier Ministre
4730,Criminalité organisée,Ministre de la Justice
4731,Travaux de mise en valeur des hauts fourneaux A et B de Belval,Ministre du Développement durable et des Infrastructures
4732,Rapport de l'Observatoire européen des drogues et toxicomanies,Ministre de la Santé
4733,Glissement de terrain sur la RN 27 entre Michelau et Erpeldange,Ministre du Développement durable et des Infrastructures
4734,Défibrillateurs,Ministre de la Santé
4735,Contingent de leçons dans l'école fondamentale,Ministre de l'Education nationale
4736,Vaccins anti-grippe Novartis,Ministre de la Santé
4737,Nomination de 3 conseillers de Gouvernement,Premier Ministre
4738,"Enquête de l'Administration des Contributions Directes au sujet des ""Panama Papers""",Ministre des Finances
4739,"Action ""Help Line""",Ministre de la Sécurité sociale
4740,Euthanasie clandestine,Ministre de la Santé
4741,Contamination du site des futurs Lycées à Mersch,Ministre du Développement durable et des Infrastructures
4742,Procédure de recours à des décisions de l'administration de la Caisse nationale de la santé,Ministre de la Sécurité sociale
4743,Virus informatique,Ministre de la Justice
4744,Soins palliatifs,Ministre de la Sécurité sociale
4745,Organisation scolaire dans le cadre de la crise de la Covid-19,Ministre de l'Education nationale
4746,Course de côte du 1er mai à Eschdorf,Ministre de l'Education nationale
4747,Dangers des bouteilles d'eau en plastique,Ministre de la Santé
4748,Discours de haine en ligne,Ministre de la Justice
4749,"Nouvelle loi ""Rau""",Ministre des Finances
4750,Sécurité sanitaire de certains produits alimentaires suite à une épidémie d'EHEC détectée en Allemagne,Ministre de la Santé
4751,Protection des salariés soumis au secret bancaire luxembourgeois,Ministre de la Justice
4752,Accord de dédommagement conclu entre le Gouvernement luxembourgeois et M. Clay T. Whitehead pour cause de résiliation du contrat pour la transmission de télévision par satellites,Premier Ministre
4753,Informatisation des répertoires à tenir par les agences immobilières,Ministre des Finances
4754,Élèves à besoins spécifiques,Ministre de l'Education nationale
4755,Nombre de magistrats du tribunal d'arrondissement de Diekirch,Ministre de la Justice
4756,Domaine de compétence des agents municipaux,Ministre de l'Intérieur
4757,Distance minimale entre des lignes électriques et des maisons privées,Ministre du Développement durable et des Infrastructures
4758,Central des secours d'urgences (112),Ministre de la Santé
4759,Élections européennes,Premier Ministre
4760,Ostéopathie,Ministre de la Santé
4761,Réglementation au Lac de la Haute-Sûre,Ministre de l'Intérieur
4762,Frais des huissiers de justice,Ministre de la Justice
4763,Fermeture de deux sections offrant aux détenus la possibilité d'exercer un travail,Ministre de la Justice
4764,Prévention des risques psycho-sociaux au travail,Ministre de la Sécurité sociale
4765,Congé pour raisons familiales lié à la pandémie de la Covid-19.,Ministre de la Sécurité sociale
4766,Traces d'amiante trouvées dans des locomotives du type Z2000 des CFL,Ministre du Développement durable et des Infrastructures
4767,Immunité collective Covid-19 au Luxembourg,Ministre de la Santé
4768,Éducation culturelle,Ministre de l'Education nationale
4769,"Résiliation des conventions avec les associations oeuvrant dans le domaine social, familial et thérapeutique",Ministre de la Santé
4770,Salage des cours d'école,Ministre de l'Education nationale
4771,Aide publique au développement,Premier Ministre
4772,Revalorisation de la langue luxembourgeoise dans l'enseignement international privé,Ministre de l'Education nationale
4773,Sous-capitalisation de la Banque centrale du Luxembourg,Ministre des Finances
4774,Equipement des médecins de gyrophares et de syrènes,Ministre de la Santé
4775,Surcharge de véhicules routiers,Ministre des Finances
4776,Contrefaction de médication,Ministre de la Santé
4777,Suppression du secret bancaire pour les nationaux,Ministre des Finances
4778,Cheminées à éthanol,Ministre de la Santé
4779,Exercice de l'autorité parentale en commun et avantages fiscaux en cas de divorce,Ministre des Finances
4780,Réforme des régimes de protection,Ministre de la Justice
4781,Qualité des services de soins,Ministre de la Santé
4782,Déclaration du Premier Ministre dans le cadre d'une manifestation électorale de la CDU en Rhénanie-Palatinat,Premier Ministre
4783,Administration des vaccins contre la Covid-19 dans les cabinets des médecins généralistes,Ministre de la Santé
4784,Échange sur demande,Ministre des Finances
4785,Démantèlement d'un réseau de trafic de viande avariée au Brésil,Ministre de la Santé
4786,Politique d'investissement du Fonds de compensation commun au régime général de pension,Ministre de la Sécurité sociale
4787,Haut fourneaux de Belval,Premier Ministre
